title,keyword,abstract,field,authors,date,doi,references,id,type
"Mídias localizadas e mobilidades compartilhadas, criação e ativação em três dispositivos artísticos contemporâneos,Localized media and shared mobilities, creation and activation in three contemporary artistic devices,Médias localisés & mobilités partagées, création & activation dans trois dispositifs artistiques contemporains","Shared mobility,Contemporary artistic devices,Localized media","Um número crescente de dispositivos artísticos, lúdicos e ficcionais, utiliza como base a mobilidade das pessoas e suas interações via interfaces computacionais. Neste contexto, as noções de mídia localizada e de mobilidade compartilhada constituem duas finalidades, que são ao mesmo tempo, complementares e essenciais. Neste artigo são apresentados três exemplos de práticas artísticas, que se utilizam dessas noções, propulsionando mudanças significativas nas relações entre cultura e mídia.",General Medicine,"Bernard Guelton,Nikoleta Kerinska",2024,10.14393/OUV23-v14n2a2018-25,,4450936,TRAD
フランス私法学の伝統における法概念の役割,,,,Florent Masson,2024,,,4455509,ART
"Les droits réels et la mort (1) : biens en tontine, ""droits tontiniers"" et saisie",,,,Florent Masson,2024,,,4455695,ART
Accéder aux personnes en situation de grande précarité (sans-abri) pour comprendre les raisons de la (non) pratique d’activités physiques et sportives,,,,Julie Duflos,2024,,,4454497,COMM
Probabilistic intrusion detection based on an optimal strong K-barrier strategy in WSNs,,,"Computer Networks and Communications,Software","Adda Boualem,Cyril de Runz,Marwane Ayaida,Hisham Kholidy",2024,10.1007/s12083-024-01634-w,"10.3390/s18020534, 10.1016/j.jpdc.2020.12.007, 10.1016/j.matpr.2022.04.202, 10.1016/j.matpr.2023.03.049, 10.48550/arXiv.2306.12355, 10.1007/s12243-021-00890-8, 10.3390/s22031003, 10.1002/dac.5120, 10.1007/s00500-023-08406-3, 10.1016/j.eswa.2022.118588, 10.1002/nem.569, 10.1007/s12652-022-04024-3, 10.1145/1287853.1287863, 10.1007/s11277-020-07697-1, 10.1023/A:1016542229220, 10.1007/978-3-642-21762-3_38, 10.1007/s11276-018-1867-0, 10.1109/globecom46510.2021.9685760, 10.1016/j.phycom.2022.101839, 10.1145/3377402, 10.3390/s19112546, 10.1007/s40747-023-01078-4, 10.1016/j.procs.2017.10.054, 10.3390/f13101690, 10.1016/j.adhoc.2016.11.014, 10.1145/3579034, 10.1117/12.2519272, 10.1109/access.2021.3095063, 10.1155/2022/2659901, 10.3390/s18020534, 10.1177/1550147718761582, 10.1109/JSYST.2018.2794583, 10.1007/s11390-020-9210-5, 10.1109/tvt.2019.2917947, 10.1007/s11220-019-0266-7, 10.3390/s23115026, 10.1109/MATHIT.2017.8259726, 10.1007/s11390-020-9210-5, 10.1109/JIOT.2017.2689777, 10.1016/j.comnet.2021.108041, 10.1504/ijsnet.2019.097808, 10.1177/1550147717693242, 10.1007/s11036-019-01273-z, 10.1155/2017/1206129, 10.3390/s22176381, 10.1016/S1570-8705(03)00048-9, ",4455870,ART
"Contacts : photographie, gravure - jeux et enjeux",,,,Nicolas Devigne,2024,,,4462777,OUV
Photo brute,,,,Nicolas Devigne,2024,,,4462814,COUV
Sensações cinéticas: Palatnik e o movimento como tema nas artes visuais,,"The thematic dossier that opens this issue 2 of volume 14 of the journal ouvirOUver is built around the seminal artist of the Visual Arts in Brazil: Abraham Palatnik. Organised by Nikoleta Kerinska, the dossier Kinetic Sensations: Palatnik and movement as a theme in the visual arts, brings together a previously unpublished interview with the artist, texts on his work and historical context, the fruit of doctoral research carried out by Marjolaine Beuzard at the French university, Paris-Sorbonne, under the guidance of Arnauld Pierre. The dossier brings together nine papers by Brazilian and French researchers, organised along three axes: (1) contextualises cinematic art in the international art scene and movement as a central issue in artistic production; (2) looks at movement in the image and the moving image, observing artistic and exhibition practices; and (3) looks at the image of synthesis, localised media and shared mobilities. In this way, the articles selected unfold and update the issue of movement and technological resources in the construction of poetics in visual arts works.",General Medicine,Nikoleta Kerinska,2024,10.14393/OUV,,4450786,OUV
Soft microelectromechanical systems and artificial muscles based on electronically conducting polymers,,"Electroactive polymers (EAPs) are smart materials capable not only to change their shape and/or size in response to electrical stimulation, but also to generate electrical signal in response to mechanical stimulation. Flexible and lightweight, these materials are considered as promising candidates for the development of soft artificial muscles and soft Micro-Electro-Mechanical Systems (MEMS) to move towards soft electronics. This talk aims first at presenting the fabrication, integration and characterization of air-operating soft microactuators and microsensors based on electronically conductive polymers (ECPs) to obtain efficient devices for further integration into microsystems. Layer stacking method has been reported as efficient process for fabricating ECP based microactuators. In this work, electrodes based on poly(3,4-ethylenedioxythiophene):poly(styrene sulfonate) (PEDOT:PSS) have been employed. By using polar reactive additive based on poly(ethylene oxide) (PEO), electrodes with improved electrical, mechanical and electrochemical properties have been obtained and used to fabricate efficient trilayer microactuators according to a simple and reproducible process. In addition, a process fully compatible with microsystems has been developped. The complete elaboration of the trilayer microdevices will be described including their full integration with electrical connections and subsequent operation on a flexible substrate without any manual handling, allowing the design of microsystems with complex configurations. The resulting microsystems were successfully characterized as microactuators and for the first time as mechanical strain microsensors. Finally, by combining PEDOT:PSS based electrodes with different electrochemical or mechanical properties, we demonstrate that it is possible to develop air-operating linear actuators in a rational approach according to a theoretical model. Best combination of electrodes was used to develop asymmetrical trilayer devices with simple layer stacking process. The resulting devices presented linear actuation with performances in the range of predicted values. Linear strain sensing ability of these devices was also demonstrated.",,"Katlin Rohtlaid,Giao T. M. Nguyen,Caroline Soyer,John Dw Madden,Eric Cattan,Frederic Vidal,Cedric Plesse",2024,,,4395534,COMM
Pour une historiographie des arts en Hainaut.,"Hainaut,Histoire de l'art",,,Ludovic Nys,2024,,,4450841,COUV
"Les Bavière-Straubing 1347-1436. Hollande, Zélande et Frise, Hainaut, Straubing","Hollande,Zélande,Frise,Bavière,Straubing,Hainaut",,,"Ludovic Nys,Alain Marchandisse",2024,,,4450301,OUV
Performance des entreprises cibles avant la prise de contrôle,,,,Ghassen Allani,2024,,,4451831,ART
Left and Right Cortical Activity Arising from Preferred Walking Speed in Older Adults,,"Cortical activity and walking speed are known to decline with age and can lead to an increased risk of falls in the elderly. Despite age being a known contributor to this decline, individuals age at different rates. This study aimed to analyse left and right cortical activity changes in elderly adults regarding their walking speed. Cortical activation and gait data were obtained from 50 healthy older individuals. Participants were then grouped into a cluster based on their preferred walking speed (slow or fast). Analyses on the differences of cortical activation and gait parameters between groups were carried out. Within-subject analyses on left and right–hemispheric activation were also performed. Results showed that individuals with a slower preferred walking speed required a higher increase in cortical activity. Individuals in the fast cluster presented greater changes in cortical activation in the right hemisphere. This work demonstrates that categorizing older adults by age is not necessarily the most relevant method, and that cortical activity can be a good indicator of performance with respect to walking speed (linked to fall risk and frailty in the elderly). Future work may wish to explore how physical activity training influences cortical activation over time in the elderly.","Electrical and Electronic Engineering,Biochemistry,Instrumentation,Atomic and Molecular Physics, and Optics,Analytical Chemistry","Julia Greenfield,Véronique Delcroix,Wafae Ettaki,Romain Derollepot,Laurence Paire-Ficout,Maud Ranchet",2024,10.3390/s23083986,"10.4324/9781315102481, 10.2519/jospt.1998.28.1.51, 10.1016/S0021-9290(02)00046-5, 10.1093/ageing/afr055, 10.3233/THC-174736, 10.1002/mds.21720, 10.1186/s12868-016-0244-0, 10.3389/fnhum.2020.592532, 10.2519/jospt.1996.24.2.86, 10.1016/0003-9993(94)90170-8, 10.1093/gerona/51A.6.M303, 10.1098/rsif.2014.0353, 10.1016/j.arr.2014.06.001, 10.1093/gerona/60.10.1304, 10.1093/gerona/glp033, 10.1212/WNL.0000000000003421, 10.3389/fneur.2020.601686, 10.3389/fphys.2014.00204, 10.1016/j.biopsycho.2018.01.009, 10.1001/archneur.55.3.395, 10.1093/gerona/59.12.1277, 10.1016/j.neuron.2004.09.006, 10.1073/pnas.1506264112, 10.1038/s41591-019-0719-5, 10.1016/j.neubiorev.2017.10.002, 10.3389/fmed.2021.554231, 10.1016/j.neuroscience.2021.08.019, 10.1007/s00221-008-1643-y, 10.1016/j.neuroscience.2016.11.032, 10.1016/j.neuroimage.2004.07.002, 10.3389/fnhum.2014.00078, 10.3389/fnagi.2019.00367, 10.1117/1.NPh.4.4.041403, 10.1016/j.neuroimage.2013.05.004, 10.1016/j.gaitpost.2020.09.012, 10.1093/ageing/afi196, 10.1111/j.1532-5415.2005.53221.x, 10.5694/j.1326-5377.1994.tb125905.x, 10.1093/ptj/83.3.237, 10.3390/s22176694, 10.1016/j.maturitas.2018.04.011, 10.1016/j.ijpsycho.2022.01.011, 10.1186/s13643-019-1063-z, 10.1123/jab.29.3.261, 10.1155/2017/6375976, 10.1155/2019/9232430, 10.1016/j.apmr.2020.04.009, 10.1080/00222895.2021.1990005, 10.1186/1743-0003-2-19, 10.1109/10.532130, 10.1016/j.brainres.2015.09.039, 10.1186/s12877-020-01985-y, 10.1016/S1873-9598(10)70036-3, 10.23736/S1973-9087.21.06831-3, 10.2147/CIA.S166863, 10.1007/BF00626763, 10.1016/j.jbiomech.2004.12.014, 10.1016/j.gaitpost.2007.07.009, 10.3389/fnhum.2015.00246, 10.3389/fnagi.2021.771885, 10.1016/j.bandc.2017.04.002, 10.1038/s42003-022-03323-x, 10.1037/0882-7974.17.1.85, 10.1159/000091822, 10.1016/j.apmr.2007.07.001, 10.3390/s21186159, 10.1016/j.neubiorev.2015.08.002, 10.1016/0160-2896(88)90016-5, 10.1016/j.jsams.2015.04.003, 10.1080/02640414.2016.1198045, ",4441565,ART
Methods for Designing Tangible UI: A First Comparative Case Study,"Experimentation,Tangible User Interfaces,Design Methods,Case Study","In this work-in-progress, we present early comparative experiences with methods for designing tangible user interfaces (TUIs). Groups of designers used different approaches for design in the context of a concrete case study: a TUI for controlling LED lighting within hotel rooms. From the results of the groups and methods, we wish to discuss the first comparison between different approaches. Eventually, our aim is to provide a consensual comparison of benefits and drawbacks of each approach, as such a consensual result could be highly beneficial to designers.",,"Céline Coutrix,Guillaume Rivière,Katarzyna Borgiel,Julien Castet,Nadine Couture,Brygg Ullmer,Jens Geelhaar,Patrick Reuter,Nawel Takouachet,Christophe Kolski,Sophie Lepreux,Jérémy Legardeur,Sebastien Kubicki,Yvonne Jansen,Amira Bouadid",2024,,,1949755,COMM
Variations sur le thème de l'évaluation de soutenances,Évaluation des apprentissages,,,"Julien Pellé,Dominique Bernier,Philippe Champagne,Samuel Dupont",2024,,,4467583,COMM
Filtres acousto-optique pour l’imagerie hyperspectrale et spectro-polarimétrique,Filtre  acousto-optique  imagerie  polarisation,,,"Samuel Dupont,Justine Champagne,Jean-Claude Kastelik,Joseph Gazalet",2024,,,4467466,COMM
Topological elastic interface states in hyperuniform pillared metabeams,,"Topological states have been receiving a great deal of interest in various wave problems, such as photonic, acoustic, and elastic waves. However, few studies of topological elastic waves in non-periodic systems have been reported. Recently, hyperuniform systems suppressing long-range order while partly maintaining short-range order have provided new opportunities to control waves. In this work, we study the elastic topological interface states appearing between two Su–Schrieffer–Heeger (SSH)-like pillared metabeams where each metabeam, is constituted by a mirror symmetric hyperuniform structure. The SSH-like model is constructed by combining two hyperuniform metabeams with inverted configurations. We demonstrate that this structure could open new bandgaps at low frequencies, of which some are nontrivial and can support topological interface modes. We further show that the number of low-frequency bandgaps supporting the topological modes increases with the level of randomness, hence providing a high number of interface modes in the same structure. The robustness of the topological interface states against random perturbations in the pillars’ positions is further verified. Our work offers a reliable platform for studying topological properties and hyperuniform metamaterials and designing wave control devices for low-frequency wave attenuation and robust energy localization.","General Engineering,General Materials Science","Runcheng Cai,Yan Pennec,Laurent Carpentier,Yabin Jin,Timon Rabczuk,Xiaoying Zhuang,Bahram Djafari-Rouhani",2024,10.1063/5.0184699,"10.1016/s1369-7021(09)70315-3, 10.1007/s11433-021-1787-x, 10.1515/nanoph-2018-0227, 10.1038/natrevmats.2016.1, 10.1126/sciadv.1501595, 10.1038/s41467-018-07990-5, 10.1038/s41578-022-00465-6, 10.1038/nphys3228, 10.1038/ncomms9682, 10.1103/physrevapplied.16.044008, 10.1103/physrevapplied.14.054028, 10.1016/j.ijmecsci.2019.05.020, 10.1016/j.eml.2020.100777, 10.1103/physrevapplied.15.014025, 10.1103/physrevlett.122.014301, 10.1103/physrevb.101.024101, 10.1103/physrevlett.42.1698, 10.1088/1402-4896/ac4ed2, 10.1103/physrevb.102.134303, 10.1103/physrevapplied.14.054035, 10.1103/physrevb.97.155422, 10.1038/nphys4323, 10.1016/j.jsv.2023.117710, 10.1103/physrevapplied.18.014067, 10.1016/j.ymssp.2021.108774, 10.1063/5.0097530, 10.1063/5.0152606, 10.1080/23746149.2022.2109431, 10.1103/physreve.68.041113, 10.1088/1742-5468/2009/12/p12015, 10.1103/physrevx.5.021020, 10.1016/j.physrep.2018.03.001, 10.1088/1361-6463/ac006d, 10.1063/1.2961314, 10.1103/physrevapplied.11.054076, 10.1063/5.0097894, 10.1103/physrevlett.125.127402, 10.1103/physrevlett.117.053902, 10.1103/physrevb.95.094120, 10.1073/pnas.1307879110, 10.1103/physrevb.91.020201, 10.1063/1.5117265, 10.1093/nsr/nwab133, 10.1063/1.5055295, 10.1038/s41567-017-0024-5, 10.1063/5.0059928, 10.1103/physreve.70.046122, 10.1103/physrevx.4.021017, ",4434178,ART
“Représenter au naturel” – Rhétorique et mise à nu dans les Essais,,,,Blandine Perona,2024,,,4462162,COUV
fundamental_constants,"Fortran,Physical constants","Fortran modules with the CODATA fundamental physical constants, generated by a Python script from the NIST website.",,Vincent Magnin,2024,,,4441141,SOFTWARE
