title,keyword,abstract,field,authors,date,doi,references,id,type
"The inscriptions of Sinope, Part I",,,,Claire Barat,2022,,,3664505,ART
Expositions aux champs électromagnétiques liées au déploiement de la technologie de communication « 5G » et effets sanitaires éventuels associés,"Communication technology,Fifth generation 5G,Millimeter waves,Exposure,Risk assessment,Technologie de communication,Cinquième génération,Ondes millimétriques,Exposition,Risques sanitaires,5G","L’Anses a été saisie le 9 janvier 2019 par les ministères en charge de la santé, de l’environnement et de l’économie pour la réalisation de l’expertise suivante : « Exposition aux champs électromagnétiques liée au déploiement de la technologie de communication « 5G » et effets sanitaires associés ». Le déploiement des infrastructures de communication 5G a pour objectif de favoriser le développement de services innovants, à l’attention à la fois des particuliers et des entreprises utilisatrices, dans des domaines variés comme la santé, les médias, les transports ou encore les industries du futur. En effet, deux tendances importantes poussent les industries des technologies mobiles à développer un réseau de communication de nouvelle génération : l’augmentation très importante de l’offre en services sans-fil, qui nécessite des réseaux plus rapides et de plus grande capacité pour fournir des services riches en contenu, comme les vidéos, et les perspectives de croissance de l’internet des objets (IoT), qui alimentent le besoin d'une connectivité massive d'appareils, mais aussi d'une connectivité très fiable et à très faible latence (délai dans le temps de communication) pour des applications telles que les voitures connectées, les automatisations industrielles ou encore certaines applications dans le domaine de la santé. Ces évolutions nécessitent non seulement l’exploitation des fréquences d’ores et déjà utilisées par les précédentes générations de téléphonie mobile, mais également celle de nouvelles bandes de fréquences. Parmi elles, deux bandes de fréquences ont déjà été identifiées pour les futurs déploiements en France : la bande 3,5 GHz (3,4-3,8 GHz) permettra d’assurer l’objectif de couverture en téléphonie mobile à très haut débit et la bande 26 GHz (24,25- 27,5 GHz) couvrira des besoins de communication pour un grand nombre d’objets et de faible latence sur une zone géographique très localisée. Ces évolutions technologiques vont non seulement modifier les modalités d’exposition de la population, mais nécessiteront également d’adapter les méthodologies de mesure et d’estimation de ces expositions Afin d’accompagner le déploiement et le développement de la 5G, le Gouvernement a présenté le 16 juillet 2018 sa feuille de route nationale 5G. Un des quatre chantiers lancés par le Gouvernement vise à « assurer la transparence et le dialogue sur le déploiement et l’exposition du public ». La saisine de l’Anses se décompose en trois points : 1. Une description des caractéristiques et de la nature des signaux émis. 2. Une évaluation du niveau d’exposition des personnes lié aux communications mobiles de technologie 5G. 3. Une revue des connaissances existantes sur les effets sanitaires liés à l’exposition aux champs électromagnétiques dans les bandes 3,5 GHz et 26 GHz. Constatant la convergence de leurs préoccupations, l’Anses et l’ANFR ont souhaité construire un programme scientifique commun afin, d’une part, de décrire les caractéristiques techniques de la technologie 5G, notamment les dispositifs rayonnants spécifiquement développés pour la 5G dans le cadre des déploiements pilotes et, d’autre part, d’évaluer les niveaux d’exposition des populations à partir des mesures effectuées sur les zones pilotes sans utilisateurs, dont les essais étaient exploratoires. La réponse à la saisine est donc fournie sous la forme de rapports de l’Anses et de l’ANFR complémentaires : - plusieurs rapports de l’ANFR : le premier, publié en juillet 2019, est une présentation générale de la 5G abordée sous l’angle de l’exposition des personnes2 ; le deuxième, publié en version intermédiaire en juillet 20193 puis mis à jour en avril 2020, présente les résultats de mesures d’exposition effectuées pendant les expérimentations pilotes 5G. À noter que l’ANFR a par ailleurs publié en septembre 2020 les résultats de ses travaux de simulation de l’exposition dans une zone urbaine très dense, le 14e arrondissement de Paris, dans le cadre de scénarios d’évolution des réseaux 4G et 5G5 ; -deux rapports de l’Anses : un rapport préliminaire publié en janvier 20206 qui a permis d’identifier les études disponibles portant sur les effets sanitaires éventuels liés à l’exposition aux champs électromagnétiques dans les bandes 3,5 GHz et 26 GHz, et le rapport de cette présente expertise, qui vise à fournir une évaluation des éventuels risques pour la santé liés au déploiement de la 5G, en fonction des données disponibles. L’expertise s’inscrit également dans le cadre d’une attente sociétale forte, émergeant d’une controverse publique qui accompagne le déploiement de la 5G en France et à l’étranger, et qui a la double particularité de relancer le débat sur l’exposition humaine aux radiofréquences et de faire intervenir une grande variété d’acteurs porteurs d’une pluralité de points de vue et de questionnements (associations, citoyens, représentants politiques, collectivités locales, mais aussi médecins et scientifiques). Ainsi, il a été prévu au cours des échanges avec les demandeurs de la saisine qu’en parallèle des travaux d’évaluation des risques, l’Anses décrirait et analyserait les interrogations et mobilisations citoyennes et scientifiques qui se développent autour de la 5G, en s’intéressant notamment : - aux craintes et contestations dans l’espace public relatives au déploiement de la 5G ; - aux argumentaires scientifiques sur lesquelles elles s’appuient.",,"Alicia Torriglia,Pierre Degauque,Laura Draetta,Jean-François Doré,Irina Guseva Canu,Jürg Kesselring,Anne Pereira de Vasconcelos,Frédérique Peronnet,Hakeim Talleb,György Thuróczy,Marie-Pierre Rols,Benjamin Vatovez,Dina Attia,Marion Boyer",2022,,,3792878,REPORT
"Chanter le tatouage. La pègre, les « Apaches » et la chanson réaliste","Tattoo,Realistic Song,Bad Boys,Gangster,Legionnaire,Biribi,Bruant,Fréhel,Tatouage,Chanson réaliste,Légionnaire,Biribi,Bruant,Fréhel,Affranchis,Homme du Milieu","De la Belle Époque à l’entre-deux-guerres, la chanson réaliste a fait de la figure du « mauvais garçon » l’un de ses personnages de prédilection. Apache, Affranchi, homme du Milieu, gangster, proscrit, en sont devenus les héros magnifiés. Bien sûr, tous ont pour point commun d’être des « durs, des vrais, des tatoués ». Marque de virilité, d’appartenance à une communauté hors la loi, le tatouage rend compte aussi de la singularité de leur parcours, à la marge de la société et de leur passage dans des lieux de privations de liberté (prisons, bagnes, colonies pénitentiaires). Mais cet « encrage » est également l’expression d’une nostalgie, celle symbolique d’un monde perdu, d’une patrie, de leur jeunesse, d’un amour passé, etc. Le tatouage constitue donc une carte d’identité intime, à même la chair. Dès lors, dans une perspective croisée, tant sociologique que cantologique, il s’agira d’interroger la représentation de ces mauvais garçons et d’analyser comment la chanson réaliste construisit d’eux un portrait certes stylisé, mais glorifié.",,Audrey Coudevylle,2022,,,3888797,ART
Correlation between nanoscale thermal and electrical conductivity in PEDOT:OTf thin films,,,,"Kirill Kondratenko,David Guérin,D. Deresmes,Stéphane Lenfant,Dominique Vuillaume",2022,,,3613663,COMM
The Determinants of Intra-Oceanian Imports from 2001 to 2015: A Panel Gravity Model Approach,"Gravity models,Imports,Oceania,Trade agreements","This article aims at identifying the main determinants of annual bilateral imports flows amongst 23 Oceanian territories from 2001 to 2015. The analysis quantifies the impact of adherence to the World Trade Organization and Pacific Islands Countries Trade Agreement on the import flows. When adherence to only one trade organization is considered, estimates establish a discrepancy between the official aims of trade agreements and their effective impact on bilateral imports flows. Adherence to only one trade agreement has a negative impact. However, when adherence to both trade agreements is jointly considered, estimates establish a positive impact from agreement adherence.","General Economics, Econometrics and Finance,Business and International Management",Gil Montant,2022,10.1080/08853908.2019.1639569,"10.1257/000282803321455214, 10.1016/j.jinteco.2006.02.005, 10.3386/w12516, 10.3386/w7857, 10.1016/S1062-9408(02)00118-3, 10.1007/s00181-012-0576-2, 10.1007/BF02707689, 10.2307/1912352, 10.1162/qjec.2008.123.2.441, 10.2139/ssrn.681605, 10.2174/1874919401003010001, 10.1257/jep.13.4.105, 10.1086/261015, 10.1111/twec.12075, 10.1007/s10290-011-0095-9, 10.1002/app5.144, 10.1016/S2110-7017(13)60049-9, 10.1162/rest.88.4.641, 10.2139/ssrn.1347997, 10.3386/w5531, 10.3386/w5939, ",3699220,ART
Graphene/pentacene Van der Waals interfaces: from macroscopic devices to the nanoscale,,,,"Michel Daher Mansour,Jacopo Oswald,Davide Beretta,Michel Calame,Dominique Vuillaume",2022,,,3584484,COMM
Light-Stimulatable Molecules/Nanoparticles Networks for Switchable Logical Functions and Reservoir Computing,"Molecular device,Molecular switch,Nanoparticule,Reconfigurable circuit,Reservoir computing","We report the fabrication and electron transport properties of nanoparticles self-assembled networks (NPSAN) of molecular switches (azobenzene derivatives) interconnected by Au nanoparticles, and we demonstrate optically-driven switchable logical operations associated to the light controlled switching of the molecules. The switching yield is up to 74%. We also demonstrate that these NPSANs are prone for light-stimulable reservoir computing. The complex non-linearity of electron transport and dynamics in these highly connected and recurrent networks of molecular junctions exhibit rich high harmonics generation (HHG) required for reservoir computing (RC) approaches. Logical functions and HHG are controlled by the isomerization of the molecules upon light illumination. These results, without direct analogs in semiconductor devices, open new perspectives to molecular electronics in unconventional computing.","Electrochemistry,Condensed Matter Physics,Biomaterials,Electronic, Optical and Magnetic Materials","Yannick Viero,David Guérin,Anton Vladyka,F. Alibart,Stéphane Lenfant,M. Calame,Dominique Vuillaume",2022,10.1002/adfm.201801506,"10.1103/PhysRevLett.96.156403, 10.1021/cr0680134, 10.1103/PhysRevB.91.155131, 10.1021/jp077095c, 10.1063/1.3116148, 10.1103/PhysRevLett.95.076806, 10.1103/PhysRevB.78.075437, 10.1002/smll.201100931, 10.1002/adma.201201550, 10.1039/C4CS00225C, 10.1002/adma.200601001, 10.1021/jp807479g, 10.1021/nl802487j, 10.1021/acs.jpcc.5b05839, 10.1021/nl902000e, 10.1021/nn300673t, 10.1021/acs.jpcc.7b00056, 10.1109/TNANO.2002.804744, 10.1109/TCSI.2007.907842, 10.1088/0957-4484/18/48/485201, 10.1038/nnano.2015.207, 10.1109/16.536815, 10.1049/ip-cds:20041175, 10.1063/1.4756547, 10.1103/PhysRevE.92.052134, 10.1371/journal.pone.0042772, 10.1002/adma.201103053, 10.1088/0957-4484/24/38/384004, 10.1088/0957-4484/26/20/204003, 10.1021/nn100295x, 10.1038/ncomms12850, 10.1021/acs.accounts.5b00133, 10.1039/C4NR01838A, 10.1109/TED.2003.815860, 10.1038/nature08940, 10.1088/0957-4484/26/36/365701, 10.1038/nature05533, 10.1038/nature07320, 10.1038/nchem.1384, 10.1162/089976602760407955, 10.1126/science.1091277, 10.1021/jp066846s, 10.1063/1.1729774, 10.1109/TPWRD.2007.905505, 10.1103/PhysRevLett.71.3198, 10.1088/0953-8984/22/16/163201, 10.1007/s12065-014-0106-6, 10.1002/pssr.201600211, 10.1039/c002072a, 10.1039/df9511100055, 10.1021/ja00904a001, 10.1039/c2cc31319g, 10.1116/1.1335678, 10.1039/B912317B, 10.1021/la0341761, ",3717428,ART
Sorting and Transforming Program Repair Ingredients via Deep Learning Code Similarities,"Software testing and debugging,Program repair,Deep learning,Neural networks,Code clones,Language models","In the field of automated program repair, the redundancy assumption claims large programs contain the seeds of their own repair. However, most redundancy-based program repair techniques do not reason about the repair ingredients---the code that is reused to craft a patch. We aim to reason about the repair ingredients by using code similarities to prioritize and transform statements in a codebase for patch generation. Our approach, DeepRepair, relies on deep learning to reason about code similarities. Code fragments at well-defined levels of granularity in a codebase can be sorted according to their similarity to suspicious elements (i.e., code elements that contain suspicious statements) and statements can be transformed by mapping out-of-scope identifiers to similar identifiers in scope. We examined these new search strategies for patch generation with respect to effectiveness from the viewpoint of a software maintainer. Our comparative experiments were executed on six open-source Java projects including 374 buggy program revisions and consisted of 19,949 trials spanning 2,616 days of computation time. DeepRepair's search strategy using code similarities generally found compilable ingredients faster than the baseline, jGenProg, but this improvement neither yielded test-adequate patches in fewer attempts (on average) nor found significantly more patches than the baseline. Although the patch counts were not statistically different, there were notable differences between the nature of DeepRepair patches and baseline patches. The results demonstrate that our learning-based approach finds patches that cannot be found by existing redundancy-based repair techniques.",,"Martin White,Michele Tufano,Matias Martinez,Martin Monperrus,Denys Poshyvanyk",2022,,,3650692,COMM
Is well-tested code more energy efficient?,"Software Energy,Software Testing,Power Consumption,Code Coverage","Software testing plays an important role in building quality software and improving maintainability. However, there are no research studies to analyze its impact on energy efficiency. In this paper, we conduct a preliminary study on the impact of unit tests and code coverage on the energy consumption of software. Our empirical study analyzes the energy consumption of multiple JSON libraries and the relation of their energy efficiency to test metrics. Although our study has limitations in the size of the data set, we found that there are hints for a positive correlation between line coverage and energy consumption.",,"Adel Noureddine,Matias Martinez,Houssam Kanso,Noëlle Bru",2022,10.3233/AISE220044,,3635797,COMM
FBMC-OQAM for frequency-selective mmWave hybrid MIMO systems,"Millimeter wave communications,Hybrid architecture,FBMC,MIMO,OMP,OFDM","Most research works on frequency-selective (FS) millimeter wave (mmWave) hybrid multiple-input multiple-output (MIMO) systems opted to use orthogonal frequency-division multiplexing (OFDM) waveform, while rare studies adopted filter bank based multicarrier (FBMC) waveform for such systems! Isn’t FBMC compatible for mmWave hybrid MIMO systems? In this paper we investigate these inquiries. In which we design orthogonal matching pursuit based hybrid precoding and combining algorithms with limited feedback to adopt FBMC-offset quadrature amplitude modulation (OQAM) signaling for FS mmWave MIMO systems. Simulation results show that FBMC-OQAM can be a feasible candidate signaling waveform for mmWave hybrid MIMO systems.",,"Mohammad Masarra,Kais Hassan,Marie Zwingelstein,Iyad Dayoub",2022,10.1109/WCNC51071.2022.9771667,"10.1145/1859964.1859968, 10.1023/A:1018308429332, 10.1109/TWC.2014.011714.130846, 10.1109/MCOM.2014.6979963, 10.1109/ACSSC.2014.7094443, 10.1109/OJCOMS.2020.3015394, 10.1109/TCOMM.2016.2549517, 10.1109/DSP-SPE.2015.7369549, 10.1109/JSAC.2017.2710022, 10.1109/LWC.2018.2839723, 10.1109/5GWF.2019.8911645, 10.1109/LCOMM.2019.2907938, 10.1109/TSP.2016.2580535, 10.1109/TBC.2018.2874547, 10.1109/TSP.2019.2925607, 10.1109/VTCFall.2014.6965986, 10.1109/TCOMM.2019.2950216, 10.1109/TVT.2019.2920475, 10.1109/LCOMM.2018.2884932, 10.1109/LWC.2018.2830777, 10.1109/ACCESS.2018.2875245, 10.1109/ICCW.2015.7247356, 10.1109/TCOMM.2020.3029568, 10.1109/MWSYM.2017.8058660, 10.1109/LWC.2017.2686854, ",3675386,COMM
Impact du Sida sur les changements des pratiques médiatiques en Afrique,,,,"Sylvie Leleu-Merviel,Seidik Abba,Hachimi Abba",2022,,,3659226,COMM
Heterogeneous Fields Based Tests for Identification of Materials Constitutive Models at High Rate of Strains,"Dynamic loading,Material behaviour,Parameter identification,Inverse approach,Full-field measurement,Virtual fields method","The lecture aims at providing to the scientific community a synthesis of the research activities performed at the authors laboratories in the field of the characterisation of materials constitutive behaviour and damage under dynamic loadings [1-6]. The characterisation of material properties is very challenging, especially when the number of material parameters governing the constitutive equations is significant. This is particularly true when considering anisotropic materials and/or strongly nonlinear constitutive models, for example, in viscoplasticity or damage theories. Different normalized tests are necessary to calculate the parameters of the material models. Tests are generally exploited based on statically determined approach, i.e. by assuming that the mechanical fields are homogeneous over the specimen gauge length. A first limitation is that several tests are needed to characterize material behaviour dependency to strain-rate, e.g., as each test must be performed at a constant (over time) and uniform (over gauge length) strain rate. Moreover, material parameters are obtained with those tests in one loading direction while constitutive equations involve all strain and stress tensors components. Consequently, a large number of tests are required when complex behaviours at high rate of strains have to be characterised. The limitations of this statically determined approach can be overcome with the statically undetermined approach that considers no hypothesis on homogeneity of mechanical fields and therefore no constraint on loading conditions and test exploitation.",,"Eric Markiewicz,Bertrand Langrand,Delphine Notta-Cuvier",2022,,,3739873,COMM
Study of the phenomenon of the interaction between sessile drops during evaporation,"Deposited drop,Evaporation,Liquid-gas interface and interaction,Relative humidity","This research work represents an experimental study of the interaction between water drops deposited on a substrate at ambient temperature. To examine this phenomenon, the evaporation of a single drop deposited on a substrate was first investigated. Then, several drops were deposited alongside on the same substrate under the same conditions. The central drop dynamic behavior was also examined and compared with that of a single drop. This comparison shows the effect of the interaction between the neighboring drops, which delayed the evaporation of these drops and particularly the central droplet, on evaporation. In fact, three configurations were studied by changing the initial distance (d) between the drops (d = 0.2 mm, d = 7 mm and d = 15 mm). The obtained results reveal that the interaction phenomenon becomes less important by increasing the distance between the drops. This is important for optimizing many industrial applications, such as spray drying, fuel injection in combustion engines, and other applications.","Renewable Energy, Sustainability and the Environment","Dorra Khilifi,Walid Foudhil,Kamel Fahem,Souad Harmand,Jabrallah Ben",2022,10.2298/tsci180406188k,,3629591,ART
In Situ Evaluation of Additional Losses by Thermal Analysis in a Wind Turbine Generator,"Cooling,Electric machines,Magnetic losses,Remote monitoring,Temperature measurement,Thermal engineering,Thermal pollution,Thermal resistance,Wind power generation","This paper presents an original use of a lumped thermal network. This model has been developed for a 900 kW hydrid excitation synchronous generator dedicated to a direct drive wind turbine. The analytical model takes into account conduction, convective and mass transfers. The latter is based on a flow distribution inside the generator estimated by numerical approach. An inverse method is applied to the model in order to estimate losses inside the generator using measured temperatures. The generator has been manufactured and tested with sinusoidal power supply. Both direct and inverse use of the model have shown good accuracy with experimental results. The generator is installed on a wind turbine to replace an older machine. The existing inverter has been kept and is connected to the machine. The inverse method applied to on-site thermal steady state temperatures has shown important additional losses due to the inverter.",,"Aurélie Fasquelle,Pierre-Olivier Jandaud,Souad Harmand",2022,10.1109/ICELMACH.2018.8507007,"10.1109/TMAG.2017.2661381, 10.1016/j.ijthermalsci.2006.10.013, 10.1115/1.3684335, 10.1109/TIA.2017.2691731, 10.5370/JEET.2012.7.6.905, 10.1049/cp.2012.0289, 10.2495/HT120031, 10.1109/TIE.2012.2190957, 10.1016/j.matcom.2012.08.009, 10.1016/j.applthermaleng.2010.08.007, 10.1109/TIA.2017.2746015, ",3674613,COMM
Numerical and experimental study of convective heat exchanges on a rotating disk with an eccentric impinging jet,"Heat transfer,Impacting jet,Infrared thermography,Numerical simulation,Rotating disk",This article presents an experimental and numerical study of the heat transfers in rotating disk with an impinging jet. The disk is cooled using the impingement of an eccentric air jet. Local Nusselt numbers are experimentally determined on the entire surface the rotating disk using infrared thermography. A numerical study is carried out with ANSYS-Fluent computation code and based on a k-ε RNG numerical turbulence model. the obtained result was compared in term convective heat transfer with numerical and experimental data for rotational Reynolds number between Re ω =2.38 × 10 5 and 5.44 × × 10 5 . A good agreement between the two approaches has been reached. This agreement validates a numerical model for calculating the convective heat transfer in a rotating disk.,,"Chadia Haidar,Rachid Boutarfa,Souad Harmand",2022,,,3676713,ART
