title,keyword,abstract,field,authors,date,doi,references,id,type
Use of close-to-nature surfactants and microbiological degradation for improving the remediation of crude oil contaminated soils in the Nigerian Niger-Delta,,"The existence of large deposit of crude oil in the Nigerian Niger-Delta accords the region a strategic position in the country's economy. However, activities associated with the oil and gas industry have resulted in extensive and in some instances indelible damages on the ecosystems. The destructive effect of hydrocarbon on bionetwork necessitated this study that aimed at evaluating the potential of adopting microbial and biosurfactant technology as tools for bioremediation. The research involved gas chromatography monitoring of hydrocarbon degradation in polluted soil, microbiological/molecular identification of hydrocarbon degraders and the evaluation of biosurfactant production by indigenous bacteria. The performance of four treatments involving; co-treatment with mixed bacterial consortium and close-to-nature surfactants (Bioversal QF and Bioversal UK), treatments with mixed bacteria culture, single bacteria culture and treatment with close-to-nature surfactants only were evaluated for the mineralization of hydrocarbons contained in 500g of 2% crude oil contaminated soil supplemented with Na2HPO4*2H2O, KH2PO4 and NH4Cl as nutrient sources over a period of 20 weeks. Six indigenous biosurfactant producing and/or hydrocarbon degrading bacteria strains were isolated namely: Pseudomonas aeruginosa, Bacillus sp, Achromobacter sp, Stenotrophonas sp, Lysinibacillus sp. and Delftia sp. Molecular characterization of sequenced polymerase chain reaction products of these cultured bacteria using Nucleotide Basic Local Alignment Search Tool confirmed close relationships ranging from 98.83% to 100% with those on the NCBI databank. Co-treatment with mixed bacteria culture and Bioversal UK/Bioversal QF yielded synergetic impact that enhanced 73.35% and 71.52% degradation of total petroleum hydrocarbon respectively. Treatments with close-to-nature surfactants and with mix bacterial culture recorded 53.61% and 54.58%. The use of single bacteria strains resulted in the mineralization of 46% - 62.26% total petroleum hydrocarbon while their use as a consortium yielded 54%. Liquid chromatography-Mass spectrometry assessment of extracellular polymeric substances produced by cultured bacteria strains indicated the presence of rhamnolipids (L-rhamnosyl-3-hydroxydecanoyl-3-hydroxydecanoic acid with a mass of 504.654 Da) and lipopeptides (2-(Hydroxymethyl) phenyl 6-O-palmitoyl-&#946;-D-glucopyranoside with a mass of 524.687 Da). Extracellular polymeric substances produced yielded emulsion index ranging from 70.70% to 75% and 39% to 65% with crude oil and heptane respectively. EPS yields ranging from 1.34 g/ml to 1.5 g/ml were recorded.",,"Dido, Mann Samuel",2021,,,OPUS4-5730,Dissertation
"20th EEEIC International Conference on Environment and Electrical Engineering - Student Edition : Wroc&#322;aw - Ostrava - Cottbus, May 2021",,"In the time of increased awareness about the environment problems by the public opinion and also intensive international efforts to reduce emissions of greenhouse gases, as well increase of the generation of electrical energy to facilitate industrial growth, the conference offers broad contribution towards achieving the goals of diversification and sustainable development. Focus of the student conference is to promote the discussion of views from scientists and students from Wroclaw University of Technology, Technical University of Ostrava and Brandenburg University of Technology Cottbus-Senftenberg. The conference is a unique teaching session motivating the students to write science related papers, prepare presentations and discus future developments. It is a formal part of the curriculum offered as an elective module. Accompanied by a technical excursion.",,,2021,10.26127/BTUOpen-5657,,OPUS4-5657,Konferenzveröffentlichung
Scale dissonances between local and world heritage : the rural landscape of the Palladian villa,,"This research critically analyses the visual representation of the Palladian villa landscape as UNESCO World Heritage. I bring to light certain dissonances around the understanding of this landscape as heritage between global and local perspective. I have explored the ways in which the rural landscape of the Palladian villas is produced by ICOMOS experts, local institution and inhabitants in the contemporary context of the suburban areas of the Veneto region in Italy. Dissonances are arising when the landscape transforms and the visual integrity, or the iconic image of the landscape get lost. I observed that, the loss of the visual integrity, considered as negative by ICOMOS experts, gives space to peculiar heritage social practices from below. I am problematizing two main aspects of the conservation scheme of this site: the selective visual representation of history and the musealization of agriculture for touristic proposes. I am exploring the potential of reframing and renaming the conservation scheme of the World Heritage Site. I suggest using inhabitant's visual representation to reframe the UNESCO management plan and considering the peculiar local agricultural practice as a ""continuing cultural landscape"". I interpret my empirical and theoretical contribution as a semantic shift in the way the Palladian rural landscape is understood as World Heritage toward an inclusive and situated heritage conservation that extend beyond expert's conservation philosophies. The research contributes to the deconstruction of modern notions of rural landscape and heritage in the field of heritage studies and landscape conservation especially within the implementation of the World Heritage Convention.",,"Torelli, Valentina",2021,,,OPUS4-5537,Dissertation
Weltraumgeeignete 5MHz Quarzoszillatoren mit maximaler Stabilität zwischen 1 und 10 Sekunden,,"The dissertation covers the physical, design, simulation and measurement aspects of extremely high Q precision oscillators for space applications. Existing design approaches and methods are evaluated, and it is shown that only physically complete models can deliver a good agreement between theory and experiments. A prototype was built showing very good phase noise and stability.",,"Griebel, Wolfgang",2021,,,OPUS4-5520,Dissertation
Development and validation of a gas-liquid two-phase model for industrial computational fluid dynamics applications,,"A local algebraic simulation model was developed, to determine the characteristic length scales for dispersed phases. This model includes the Ishii- Zuber drag model, the lift, the wall lubrication force and the turbulent dispersion force as well. It is based on the Algebraic Interface Area Density (AIAD) model from the Helmholtz Zentrum Dresden Rossendorf (HZDR), which provides the morphology detection and the free surface drag model. The developed model is in agreement with the current state of knowledge based on an examination of the theory and of state of science models for interface momentum transfer. This new simulation model was tested on three different experiments. Two experiments can be found in the literature, the Fabre 1987 and the Hewitt 1987 experiment. And the third simulation is based on a steam drum experiment. This steam drum experiment is designed with ERK Eckrohrkessel GmbH internals and was developed to examine the droplet mass flow out of the turbulent separation stage. The implementation of all models and tests was performed using Ansys CFX. The first analysis was carried out to reproduce a wavy stratified flow to examine the effects of different simulation model set-ups according to the velocity and kinetic energy profiles, as well as the pressure drop gradient and the water level measured by Fabre 1987. The second analysis was a proof on concept for reproducing the vertical flow pattern by an experiment from Hewitt 1987. The third simulation analysed the water distribution in the steam drum and feeding pipes system as well as the droplet carryover into the gas phase in the turbulent separation region of the drum. These simulations have shown, that the accuracy of the particle distribution model in interaction with the drag and non-drag forces is able to reproduce horizontal and vertical flow patterns. Higher deviations are recognised for the liquid volume fraction close above the interface. Generally, simulations can now be performed to optimise industrial steam drum designs.",,"Nowitzki, Mario",2021,10.26127/BTUOpen-5413,,OPUS4-5413,Dissertation
"Evaluation of water situation and development of drinking water management plan for Aba City, Southeast Nigeria",,"The impact of urbanization on the quality of drinking water sources is a challenge in many developing countries. In this research, the main source of drinking water was quantified, quality baseline defined, and a thematic decision support management tool developed to protect the quality using Aba, Nigeria. Data from primary and secondary sources were obtained from desktop search, empirical instruments, satellite data, hydrogeological investigations and water quality assessment. Geoscientific and statistical tools were used to analyse the landform, characterize the land use, and create management tools to protect the water source. The results revealed that groundwater is the main source of water for both domestic and industrial uses. An average water consumption per capita rate of 35.9 l/day was estimated, which is low compared to the WHO recommendation. The landform and land-use analyses revealed that the area is low-lying, poorly drained, and the urban land-use is the fastest-growing class growing averagely at 0.6% /annum between 1986 to 2017. Some of the urban land-use practices that harm the quality of the groundwater were identified and mapped in a contamination hotspot map. The results of the twenty-one quality indicators in the groundwater showed that the pH was acidic (3.7-5.6), total dissolved solids (TDS) ranged between 6.5 mg/l-364 mg/l. The mean concentrations of the remaining indicators were within the WHO limits for drinking water quality. But, the EC, TDS, chloride and nitrate revealed significant differences when tube-wells between densely and sparse built-up areas are compared. Again, four dominant water types were identified in groundwater. The Na-HCO3 water type was dominant mostly in the sparse built-up area and it is assumed as the background groundwater facies in the area. Whereas Mg, Ca-Cl, Na-Cl and Ca-HCO3 water types were predominant in the densely built-up area. The bacteriological assessments of drinking water from natural and alternative (i.e. beverages and packaged water) sources revealed the presence of E. Coli and Coliform bacteria in some samples of the natural water. The groundwater quality distribution and vulnerability assessment maps were developed based on water quality index, and DRASTIC methodologies, respectively. The quality distribution map showed that > 98% of the area has a ""suitable"" rating. While the vulnerability assessment map found that the groundwater has a ""medium"" baseline vulnerability covering about 80%. The differences in the results were due to some observed poor urban land-use practices in the area. Finally, a thematic decision support tool that delineates priority monitoring zones and suggests possible source protected areas tailored for the area was developed. This tool is cost-effective in protecting the groundwater quality and can be applied to other developing urban areas with similar physiological conditions.",,"Ijioma, Uche Dickson",2021,10.26127/BTUOpen-5589,,OPUS4-5589,Dissertation
Dielectrophoretic manipulation of yeast cells using CMOS integrated microfluidic,,"The rapid detection of infectious diseases is still an unsolved problem since their identification must be carried out either by cultivation or DNA analysis in a laboratory. The development of point-of-care (PoC) is a current development trend that requires further technological impulses to produce reliable and cost-effective systems. By miniaturizing and integrating microfluidic and electronic components, the advantages of electronic methods can be transferred to the field of PoC testing. The combination of complementary metal-oxide-semiconductor (CMOS) technology with microfluidic platforms allowed the development of fully functional sample-to-result LoC setups, which served the portability of the device even out of the laboratory or hospitals. CMOS-based LoC device can control and manage the data from sensors, microfluidics, and actuators. Dielectrophoresis (DEP) is a non-destructive and non-invasive method promising to be used in PoC medical applications. Utilizing MEMS technology and fabrication of microelectrodes allow DEP to be applied in biomedical applications such as cell manipulation and separation with high speed, sensitivity and without any labeling. Cell detection and separation occupy an important place in diagnostics of viral and infectious diseases such as Influenza and COVID-19. Therefore, rapid, sensitive, and automated LoC devices are needed to detect such diseases. Starting from this point of view, manipulating the cells as a way to detect them using DEP was decided as the main objective of the thesis. This work aimed at developing a miniaturized CMOS integrated silicon microfluidic device, in line with a standard CMOS procedure, for characterization and manipulation of live and dead yeast cells using the DEP technique. Understanding the relationship between the microelectrode's geometry and the magnitude of DEP force, the microfluidic devices can be designed to produce the most effective DEP implication on biological samples. In this work, interdigitated electrode arrays (IDEs) were used to manipulate the cells. This microelectrode was primarily used to detect microorganisms in a solution, based on the measurement of the variation of the dielectric constant by the concentration of the microorganisms. Therefore, finite element simulations were performed to optimize this microelectrode and adapt it to our application. Thus, the IDEs were optimized as a function of finger width and spacing between adjacent fingers. One of the most serious matters related to DEP-based microfluidic devices is that the DEP spectra of the targeted cell should precisely be known. Therefore, the DEP spectrum analysis of various cell suspensions with different medium conductivities was studied comprehensively by finite element simulation and experimentally. This study presented an optimized trapping platform for both detection and separation applications in terms of electrode dimension and electrical parameters.",,"Matbaechi Ettehad, Honeyeh",2021,,,OPUS4-5531,Dissertation
Spike - a tool for reproducible simulation experiments,,"Reproducibility of simulation experiments is still a significant challenge and has attracted considerable attention in recent years. One cause of this situation is bad habits of the scientific community. Many results are published without data or source code, and only a textual description of the simulation set-up is provided. Other causes are: no complete simulation set-up, no proper output data analysis and inconsistency of published data, which makes it impossible to compare results. The progress of computational modelling, amount of data and complexity of models requires designing experiments in such a way that ensures reproducibility. A textual description does not provide all the needed details. A computer code is more reliable than a textual description. It is the precise specification that describes a simulation configuration, model, etc. When computer code, data, models and all parameters are provided, the simulation results become reproducible. The main goal of this thesis is to develop a tool that ensures reproducibility and efficient execution of simulation experiments, often involving many individual simulation runs. The tool should support a wide range of application scenarios, where the typical scenario is simulation of biochemical reaction networks, which are represented as (coloured) Petri nets interpreted in the stochastic, continuous or hybrid paradigm. The model to be simulated can be given in various formats, including SBML. The result is a command line tool called Spike, which can be used for various scenarios, including benchmarking, simulation of adaptive models and parameter optimization. It builds on a human-readable configuration script SPC, supporting the efficient specification of multiple model configurations as well as multiple simulator configurations in a single configuration file.",,"Chodak, Jacek",2021,10.26127/BTUOpen-5850,,OPUS4-5850,Dissertation
Parallel constraint solving for combinatorial problems,,"With parallelism becoming the standard in computer design, research on parallel constraint solving technique is of vital importance for enhancing the performance of constraint solving. In this dissertation, we reviewed the literature on exploiting parallelism in constraint solving to help gain insight into the rationale of different types of parallel constraint solving approaches. On this basis, we analyzed the effectiveness of parallel constraint solving, with the focus on obtaining a first solution when solving computationally hard combinatorial problems. We have shown that a well-designed search space splitting method and constraint programming model can enable the embarrassingly parallel search (EPS) to solve some open instances of the social golfer problem that have not been solved by a sequential algorithm. We also observed superlinear speedups when solving these instances, which confirms our theoretical analysis. Besides, we examined two practical constraint optimization problems, including the traveling tournament problem with predefined venues and the talent scheduling problem. Our proposed constraint models outperformed the existing models on the same instances, and the EPS approach could always attain better feasible solutions in terms of the optimal objective value by using more parallel processors. To explore the use of massively parallel processing, we proposed the parallel stochastic portfolio search, which is a simple and non-intrusive way to parallelize different incarnations of a sequential solver. When comparing the existing portfolio to our portfolio approach by solving the same constraint satisfaction problems using the same constraint models, our technique could solve harder and larger instances. The successes of our new parallel approaches are attributed to early diversity; i.e., some diversity early in the search introduced by parallelism can offset early mistakes caused by weak heuristic choices. Unlike the other techniques (e.g., limited discrepancy search) used to overcome early mistakes, the studied two parallel constraint solving approaches not only can explore more nodes simultaneously but also does not sacrifice the guarantee of completeness. We also presented a hypertree decomposition method that builds a degenerate decomposition tree for a given constraint network, in which each node of the decomposition tree possesses and executes a subset of constraints of the given constraint network. The usefulness of our proposed parallel techniquedepends on whether we can find an efficient way to join the results of each node.",,"Liu, Ke",2021,10.26127/BTUOpen-5437,,OPUS4-5437,Dissertation
Training of artificial neuronal networks with nonlinear optimization techniques,,"Machine learning is a field that has been the object of study of many researchers around the globe during the last decades. Very often to solve machine learning challenges like classification problems for example, one needs to train an artificial neural network. To train this network a certain loss function has to be minimized. There is a ubiquitous approach to achieve this which consists of using variants of the stochastic gradient descent combined with the backpropagation algorithm. In our work, we aimed at testing a rather non-conventional scheme consisting of making use of the solvers a software called AMPL offers.",,"Tchouto Mbatchou, Thierry",2021,10.26127/BTUOpen-5404,,OPUS4-5404,Bachelorarbeit
